id,value,description
550e8400-e29b-41d4-a716-446655440100,LM(Monthly end of mo due next day)
550e8400-e29b-41d4-a716-446655440101,MN(Monthly at end of period)
550e8400-e29b-41d4-a716-446655440102,VV(Quarterly at start of period)
550e8400-e29b-41d4-a716-446655440103,LS(Semiannual end of pd du nxtday)
550e8400-e29b-41d4-a716-446655440104,,
550e8400-e29b-41d4-a716-446655440105,LQ(Quartly end of pd due nxt day),
